字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11
205****211,5分 超棒,国宝圣地，熊猫故乡，老少皆宜，,2022-03-29IP属地：未知,IP属地：未知,"
点赞",,2022-03-29IP属地：未知,IP属地：未知,"
点赞",
Haruharu913,5分 超棒,panda很多 肯定去看看了 很好,2022-03-26IP属地：未知,IP属地：未知,"
点赞",,2022-03-26IP属地：未知,IP属地：未知,"
点赞",
陳方嶺,5分 超棒,来成都打卡点，特别是带小朋友的,2022-03-20IP属地：未知,IP属地：未知,"
点赞",,2022-03-20IP属地：未知,IP属地：未知,"
点赞",
无痕走走停停,5分 超棒,如果两次，很可爱的熊猫，很满意,2022-03-16IP属地：未知,IP属地：未知,"
点赞",,2022-03-16IP属地：未知,IP属地：未知,"
点赞",
YOBU,5分 超棒,大熊猫非常非常可爱！不错不错！,2022-03-10IP属地：未知,IP属地：未知,"
点赞",,2022-03-10IP属地：未知,IP属地：未知,"
点赞",
hu****98,5分 超棒,千万别暑假去，人实在太多太多了,2022-03-09IP属地：未知,IP属地：未知,"
点赞",,2022-03-09IP属地：未知,IP属地：未知,"
点赞",
Robinnet,5分 超棒,非常有名，看大熊猫的好地方。。,2022-03-06IP属地：未知,IP属地：未知,"
点赞",,2022-03-06IP属地：未知,IP属地：未知,"
点赞",
_YX1****774,3分 不错,去晚了，就看见两只室外大熊猫,2022-08-14IP属地：广东,IP属地：广东,"
点赞",,2022-08-14IP属地：广东,IP属地：广东,"
点赞",
_WeCh****55139,3分 不错,一般般，可能也是当日天气太热,2022-08-13IP属地：辽宁,IP属地：辽宁,"
点赞",,2022-08-13IP属地：辽宁,IP属地：辽宁,"
点赞",
300****864,5分 超棒,非常避暑又快乐的游玩之地 看着憨态可鞠的大熊猫非常讨喜 还是上午去看要好 能看到很多的大熊猫 到下午它们就懒得出门了,2022-05-08IP属地：未知,IP属地：未知,"
点赞",,2022-05-08IP属地：未知,IP属地：未知,"
点赞",
袍哥人家绝不拉稀摆带,5分 超棒,不错不错不错 国宝大熊猫哈哈哈,2022-04-25IP属地：未知,IP属地：未知,"
点赞",,2022-04-25IP属地：未知,IP属地：未知,"
点赞",
袍哥人家绝不拉稀摆带,5分 超棒,国宝级的大熊猫 哈哈哈哈哈哈哈,2022-04-15IP属地：未知,IP属地：未知,"
点赞",,2022-04-15IP属地：未知,IP属地：未知,"
点赞",
贡德尔张居正,3分 不错,大熊猫都在休息，都没有出来,2022-08-21IP属地：湖南,IP属地：湖南,"
点赞",,2022-08-21IP属地：湖南,IP属地：湖南,"
点赞",
M43****067,4分 满意,夏天的话最好还是选择老园区游玩，新园区太热了，而且拍照不是太方便！,2022-07-05IP属地：未知,IP属地：未知,"
点赞",,2022-07-05IP属地：未知,IP属地：未知,"
点赞",
L0go,5分 超棒,新扩建后太大了，差不多要逛一天，观光车不到新区，总体还是很不错的！,2022-05-26IP属地：未知,IP属地：未知,"
点赞",,2022-05-26IP属地：未知,IP属地：未知,"
点赞",
汉泉泉,5分 超棒,熊猫太萌了，老区的熊猫都很有活力，新区的基础建设比较好。都很好玩，观光车也不贵。园区很大 要满满的半天才够哦,2022-05-03IP属地：未知,IP属地：未知,"
点赞",,2022-05-03IP属地：未知,IP属地：未知,"
点赞",
qwerhcm,4分 满意,成都网红打卡地，占地面积大，交通便利，停车方便。各类熊猫馆星罗棋布，林木环绕，世界各地游客众多，值得一看。,2022-04-16IP属地：未知,IP属地：未知,"
点赞",,2022-04-16IP属地：未知,IP属地：未知,"
点赞",
乌当乔治涅斯刘杰,3分 不错,天气热，熊猫都睡觉了💤,2022-08-14IP属地：四川,IP属地：四川,"
点赞",,2022-08-14IP属地：四川,IP属地：四川,"
点赞",
alexlearn,3分 不错,看看熊猫小时候，很可爱！,2022-08-13IP属地：四川,IP属地：四川,"
点赞",,2022-08-13IP属地：四川,IP属地：四川,"
点赞",
138****9735,4分 满意,看到了刚出生不久的熊猫，家里小孩第一次这么近看到觉得很新奇，不错,2022-07-24IP属地：未知,IP属地：未知,"
点赞",,2022-07-24IP属地：未知,IP属地：未知,"
点赞",
张_飞,5分 超棒,里边比较大，景点相对分散，步行走很累，蚊子比较多，性价比不是太高,2022-04-13IP属地：未知,IP属地：未知,"
点赞",,2022-04-13IP属地：未知,IP属地：未知,"
点赞",
M50****0659,4分 满意,一定要做观光车 不然会累死 两个小时就逛了一个区（本人体力不太好）,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
快乐文儿,5分 超棒,选个天气不热的时候去。,2022-05-04IP属地：未知,IP属地：未知,"
点赞",,2022-05-04IP属地：未知,IP属地：未知,"
点赞",
Annie金小萌,5分 超棒,还不错，就是走路太累了,2022-04-21IP属地：未知,IP属地：未知,"
点赞",,2022-04-21IP属地：未知,IP属地：未知,"
点赞",
M50****7139,3分 不错,大熊猫着实可爱，人也着实太多，感觉不是在看熊猫，完全是在看人,2022-07-13IP属地：未知,IP属地：未知,"
点赞",,2022-07-13IP属地：未知,IP属地：未知,"
点赞",
Jessie洁西,3分 不错,说真的 熊猫没看到几只 几乎没有意义 怎么说呢 没吃的 餐厅几乎也没有 只能说花点小钱逛公园的感觉 记得多喷点驱蚊水。第一次来，也是最后一次。熊猫很可爱，,2022-06-23IP属地：未知,IP属地：未知,"
点赞",,2022-06-23IP属地：未知,IP属地：未知,"
点赞",
KiKi156,5分 超棒,环境优美，空气自然清新，小熊猫萌萌的，超级可爱。一天玩下来，心情超级好棒棒的👍👍👍🌹🌹🌹,2022-05-01IP属地：未知,IP属地：未知,"
点赞",,2022-05-01IP属地：未知,IP属地：未知,"
点赞",
M57****337,5分 超棒,带小朋友去，很有意思,2022-03-22IP属地：未知,IP属地：未知,"
点赞",,2022-03-22IP属地：未知,IP属地：未知,"
点赞",
安娜卡特琳娜,5分 超棒,绝对值得去的基地哦！运气好，中午前赶到那里。熊猫宝宝们还算配合，没有都睡觉了，看到了好几个活物啊！有的憨态可掬地卡在树枝中；有的在树上挪动，逗我们笑；有的是吃货，咬竹子的声音好响啊！有的就是喜欢用肥肥的屁股对着游客……总之，非常有意思的一次探访。在影院里还看到了熊猫宝宝出生的样子，太萌了！ 就是提一个意见：进门口那的熊猫博物馆要预约，只能进一次！我们由于早上进去时没有看到4D电影，下午结束游玩后想去博物馆再看看，工作人员不让进去了！ 也提醒大家注意了。,2022-02-27IP属地：未知,IP属地：未知,"
3",,2022-02-27IP属地：未知,IP属地：未知,"
3",
放飞自我去游玩,5分 超棒,到了月亮产房，沿着导向标记，先看户外的，稍大一点的熊猫，它们也都是未成年的小家伙，记得占个好位置，熊猫会活动，有工作人员会入内喂食，去和它们互动，太可爱了，这辈子都没见过这么可爱的熊猫，跟着饲养员小姐姐，一路狂奔，还超级能爬树，一颗很细很小的树，都要爬到树梢顶上，最后树承受不了小家伙的体重，弯了下来，小家伙就用这方法安全着地，然后又爬……和原来看过的懒洋洋的大熊猫，完全不一样。我们看了很久，接下来到月亮产房的室内区域，这里的小家伙都不大，室内部分不是全天开放，只是定时开放，能不能赶上要看运气了，我们正好赶上，小家伙居然这么喜欢攀爬，能爬到窗边，和我的手只隔了一块玻璃的厚度，这是我离大熊猫最近的一次。,2021-11-26IP属地：未知,IP属地：未知,"
1",,2021-11-26IP属地：未知,IP属地：未知,"
1",
M35****687,4分 满意,非常不错的地方，这里离成都市区不远，环境优雅舒适，可以看见憨态可掬的熊猫，适合休闲娱乐，值得推荐。,2022-04-18IP属地：未知,IP属地：未知,"
点赞",,2022-04-18IP属地：未知,IP属地：未知,"
点赞",
_WeCh****53806,3分 不错,熊猫太少，太分散,2022-08-14IP属地：四川,IP属地：四川,"
点赞",,2022-08-14IP属地：四川,IP属地：四川,"
点赞",
139****0856,3分 不错,转了一大圈才看到两只懒洋洋的国宝，园内游客提示和标识较少，排队坐游览车等了一个半小时，回头又等了一个小时，园内体验不佳，互动性基本没有。,2022-07-23IP属地：未知,IP属地：未知,"
点赞",,2022-07-23IP属地：未知,IP属地：未知,"
点赞",
300****269,4分 满意,看熊猫建议2-3月份，现在天气太热。而且是熊猫的繁殖期。,2022-07-12IP属地：未知,IP属地：未知,"
点赞",,2022-07-12IP属地：未知,IP属地：未知,"
点赞",
186****0200,4分 满意,天太热了熊猫都不出来，走了2个多小时总共看到了7 8只熊猫,2022-06-30IP属地：未知,IP属地：未知,"
点赞",,2022-06-30IP属地：未知,IP属地：未知,"
点赞",
䒚莊π,4分 满意,建议早上去，我们下午去的，大小国宝基本上都在睡觉偷懒，也没有想象中的饲养员和大小熊猫的互动活动。,2022-04-06IP属地：未知,IP属地：未知,"
点赞",,2022-04-06IP属地：未知,IP属地：未知,"
点赞",
M11****344,3分 不错,人多，设施陈旧,2022-08-01IP属地：重庆,IP属地：重庆,"
点赞",,2022-08-01IP属地：重庆,IP属地：重庆,"
点赞",
爱在深秋,4分 满意,熊猫憨态可鞠，小孩玩的很开心，就是天气太热了，吃不消,2022-07-15IP属地：未知,IP属地：未知,"
点赞",,2022-07-15IP属地：未知,IP属地：未知,"
点赞",
我爱吃芒果33,4分 满意,小孩子可以来,2022-07-13IP属地：未知,IP属地：未知,"
点赞",,2022-07-13IP属地：未知,IP属地：未知,"
点赞",
M22****3318,4分 满意,天气太热室外没看见大熊猫🐼，有点遗憾，景区环境不错,2022-07-12IP属地：未知,IP属地：未知,"
点赞",,2022-07-12IP属地：未知,IP属地：未知,"
点赞",
seizetheday,5分 超棒,来到成都一定要去的地方，很多可爱的大熊猫，运气好还可以看见熊猫宝宝。记得要上午早点去，去晚了熊猫就睡觉了，互动性就要差一些。基地内的绿树成荫，景色幽静，也是很好的避暑胜地。,2022-02-20IP属地：未知,IP属地：未知,"
2",,2022-02-20IP属地：未知,IP属地：未知,"
2",
_WeCh****604874,3分 不错,.....,2022-08-10IP属地：青海,IP属地：青海,"
点赞",,2022-08-10IP属地：青海,IP属地：青海,"
点赞",
eo****g,3分 不错,没什么意思！还不如去动物园！全是人，看人去了！玩了一会就走了，就是几个仓，分别有几只熊猫。,2022-07-09IP属地：未知,IP属地：未知,"
点赞",,2022-07-09IP属地：未知,IP属地：未知,"
点赞",
M31****4711,4分 满意,排队一小时，看熊猫宝宝不到一分钟，总体体验感一般,2022-07-23IP属地：未知,IP属地：未知,"
点赞",,2022-07-23IP属地：未知,IP属地：未知,"
点赞",
PS and we,4分 满意,熊猫很可爱 就是去的时间不太好 熊猫都吃饱了在睡午觉,2022-07-13IP属地：未知,IP属地：未知,"
点赞",,2022-07-13IP属地：未知,IP属地：未知,"
点赞",
小羊麻烦,4分 满意,熊猫天气炎热不会出来，一定要天气凉快的时候去。,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
Happy1007,3分 不错,有很多熊猫，风景也不错，挺好看的，可以去逛逛。,2022-07-14IP属地：未知,IP属地：未知,"
点赞",,2022-07-14IP属地：未知,IP属地：未知,"
点赞",
专业搞事,4分 满意,去的时候中午 熊猫都没在外面,2022-07-02IP属地：未知,IP属地：未知,"
1",,2022-07-02IP属地：未知,IP属地：未知,"
1",
LetheShy,5分 超棒,尽量要赶早去，等到中午的时候国宝门就睡觉了。,2022-05-13IP属地：未知,IP属地：未知,"
点赞",,2022-05-13IP属地：未知,IP属地：未知,"
点赞",
M37****9121,5分 超棒,下次还会再去的，小熊猫超级可爱，大熊猫憨憨的也很好玩，去成都一定要去看看我们的国宝！,2022-03-24IP属地：未知,IP属地：未知,"
点赞",,2022-03-24IP属地：未知,IP属地：未知,"
点赞",
ellenchenwei,5分 超棒,五月份去不好，没有小熊猫，最好的季节是9月,2022-05-07IP属地：未知,IP属地：未知,"
点赞",,2022-05-07IP属地：未知,IP属地：未知,"
点赞",
139****1854,1分 不佳,大熊猫真的特别可爱，也正因此游客比熊猫还要多。最不能接受的是这个基地的服务实在太辣鸡，没有景点的短驳车站，无限山丘站（看完星星产房的出口站），停下的每一辆都坐满了，看完此馆的 乘客们想去老景区上不了车，然后滞留在站点， 人越来越多，足足等了一个多小时，此时正午， 室外气温38度。大家酷暑难耐，让工作人员调 空车，但她们只会一句耐心等待。有的老人中暑 了，工作人员也视而不见，不帮忙搀扶，理由是 第一天试运行。。。请问没试好你凭啥从10元涨到30元。只知道赚钱，不管游客死活，所以为啥,2022-08-16IP属地：四川,IP属地：四川,"
点赞",,2022-08-16IP属地：四川,IP属地：四川,"
点赞",
凉白开5588,4分 满意,很不错的地方，就是人太多，要去一定要赶早,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
M60****164,5分 超棒,疫情期间人很少，熊猫中午热啦就不喜欢动了，景区很大，好几个场馆。就是没看到小熊猫,2022-04-24IP属地：未知,IP属地：未知,"
点赞",,2022-04-24IP属地：未知,IP属地：未知,"
点赞",
