 字段 1 , 字段 2 , 字段 3 , 字段 4 , 字段 5 , 字段 6 , 字段 7 , 字段 8 , 字段 9 , 字段 10 , 字段 11 
 haixindianshi1 , 5 分   超棒 , 熊猫 🐼 基地 可以 尽情 的 观赏 熊猫 宝宝 ， 大熊猫 住 在 漏天 的 大 院子 里 ， 独门独院 ， 自己 在 自己 领地 享受 着 新鲜 的 竹子 ， 小 一点 的 熊猫 几个 在 一起 嬉戏 打闹 。 , 2022 - 07 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 183 * * * * 9991 , 5 分   超棒 , 老园 和 新园 加 一起 很大 ， 全都 游玩 需要 很 久 ， 只 走 了 老园 ， 去 的 当 天下 了 小雨 ， 所以 有 熊猫 在 户外 吃饭 ， 休息 和 玩耍 ， 太 可爱 了 。 图片 放 了 老园 的 地图 。 , 2022 - 07 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 酸奶 TT , 5 分   超棒 , 成都 大熊猫 繁育 研究 基地 是 国内 最大 的 大熊猫 基地 了 ， 这里 有 大大小小 的 大熊猫 ， 可以 看 他们 吃 竹子 ， 睡觉 ， 伸懒腰 ， 爬树 ， 懒洋洋 的 样子 太 可爱 的 不要 , 2022 - 03 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 03 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 周 大侠 啊 , 5 分   超棒 , 讲真 抱 着 挺 大 期待 来 的 ， 早就 听闻 成都 的 大熊猫 基地 ， 特 地带 孩子 来 ， 结果 也 没 看到 几只 熊猫 ， 可能 是 来 的 季节 不 对 吧 ， 路上 经常 会 看到 孔雀 ， 还 不错 , 2022 - 07 - 26IP 属地 ： 江苏 , IP 属地 ： 江苏 , "  
 点赞 " ,  , 2022 - 07 - 26IP 属地 ： 江苏 , IP 属地 ： 江苏 , "  
 点赞 " ,  
 ResPect - 23 , 5 分   超棒 , OKOKOK , 2022 - 07 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 096459 , 5 分   超棒 , 小孩子 特别 开心 ， 尤其 是 鲨鱼 馆 和 鲸豚 馆 ， 整个 过程 非常 兴奋 。 冰雪 乐园 更加 刺激 ， 要 的 不想 走 的 感觉 ， 体验 了 真正 的 什么 叫 冰火 两重天 🤣 🤣 🤣 , 2022 - 07 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 136 * * * * 8888 , 4 分   满意 , 四川 大熊猫 基地 名声在外 ， 游客 非常 多 ， 热闹 ， 大熊猫 也 挺 有趣 的 ， 值得 一去 ， 可惜 了 呀 就是 游客 太多 了 ， 看 小熊猫 必须 慢慢 排队 ， 一个 一个 的 来 。 , 2022 - 08 - 12IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  , 2022 - 08 - 12IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  
 YHD - , 5 分   超棒 , 物超所值 ！ , 2022 - 06 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 06 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M47 * * * * 9021 , 5 分   超棒 , 熊猫 园好 大 ， 去 了 之后 最好 坐 观光车 ， 最好 早点 去 ， 晚 了 去 大熊猫 会 睡觉 ， 总之 挺值 的 ， 熊猫馆 里面 还是 挺 多 大熊猫 的 ， 现在 去 的 人 也 少 ， 悠闲自在 , 2022 - 05 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 05 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M27 * * * * 659 , 5 分   超棒 , 真的 超级 满意 ， 根据 推荐 来 的 ， 省 了 自己 慢慢 做 功课 的 时间 ， 省时 又 省力 ， 赞赞赞 ( ˘ ͈ ᵕ   ˘ ͈ ❀ ) , 2022 - 08 - 22IP 属地 ： 云南 , IP 属地 ： 云南 , "  
 点赞 " ,  , 2022 - 08 - 22IP 属地 ： 云南 , IP 属地 ： 云南 , "  
 点赞 " ,  
 M50 * * * * 5197 , 5 分   超棒 , 大熊猫 挺 可爱 ， 就是 看到 的 太少 了 ， 天热 都 不让 出来 了 , 2022 - 06 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 06 - 16IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 华斯奇德 伦道夫 , 5 分   超棒 , 大熊猫 真不愧是 国宝 ， 熊猫 宝宝 真的 非常 可爱 ！ 好 想 撸 秃 它们 ！   这里 要 上午 早点 去 ， 因为 下午 熊猫 就 不 出来 活动 了 ， 穿 舒适 的 鞋 ， 需要 走 很多 路 。 , 2022 - 04 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 04 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 四季 皆 有 风 , 5 分   超棒 , 成都 大熊猫 繁育 研究 基地 的 实际 功能 就是 一个 深受 欢迎 的 旅游 景区 ， 每到 旅游 旺季 每天 都 是 前来 观赏 大熊猫 的 各地 游客 。 , 2022 - 07 - 24IP 属地 ： 上海 , IP 属地 ： 上海 , "  
 1 " ,  , 2022 - 07 - 24IP 属地 ： 上海 , IP 属地 ： 上海 , "  
 1 " ,  
 eric 沈亮 , 4 分   满意 , 老实 说 达 不到 期望 。 去 之前 简单 看 了 攻略 ， 说 最好 一早 去 ， 能 看到 大熊猫 的 活动 ， 不然 看到 的 都 是 昏昏欲睡 的 懒猫 。 确实 是 这样 ， 建议 夏天 别去 ， 天 冷 早上 出 太阳 的 天气 ， 比较 合适 此行 。 , 2022 - 08 - 25IP 属地 ： 广东 , IP 属地 ： 广东 , "  
 点赞 " ,  , 2022 - 08 - 25IP 属地 ： 广东 , IP 属地 ： 广东 , "  
 点赞 " ,  
 Angelsasa , 3 分   不错 , 交通 还是 挺 便利 的 。 新 园区 的 服务态度 比老 园区 好多 了 。 但是 熊猫 主要 还是 在 老区 。 地大猫 少 ， 指示 也 不 清晰 ， 不太 好玩 。 夏天 不 建议 前往 ！ , 2022 - 08 - 16IP 属地 ： 广东 , IP 属地 ： 广东 , "  
 点赞 " ,  , 2022 - 08 - 16IP 属地 ： 广东 , IP 属地 ： 广东 , "  
 点赞 " ,  
 _ WeCh * * * * 07154 , 3 分   不错 , 看 熊猫 一定 要 早上 去 ， 8 点 - 8 : 30 半到 最好 。 , 2022 - 08 - 13IP 属地 ： 陕西 , IP 属地 ： 陕西 , "  
 点赞 " ,  , 2022 - 08 - 13IP 属地 ： 陕西 , IP 属地 ： 陕西 , "  
 点赞 " ,  
 M36 * * * * 3327 , 5 分   超棒 , 耍 朋友 看 ， 带娃 看 ， 就是 喜欢 看 熊猫 ， 还有 星仔 ， 还有 拳头 大 的 奶 熊猫 ， 但是 不是 每次 都 能 看见 , 2022 - 08 - 07IP 属地 ： 辽宁 , IP 属地 ： 辽宁 , "  
 点赞 " ,  , 2022 - 08 - 07IP 属地 ： 辽宁 , IP 属地 ： 辽宁 , "  
 点赞 " ,  
 我 笨别 骗 我 , 5 分   超棒 , 根据 熊猫 主题 特点 ， 将 项目 总体 划分 为 多个 区域 。 截至 2020 年末 ， 大熊猫 种群 数量 达 215 只 ， 是 全球 最大 的 圈养 大熊猫 人工繁殖 种群 。 , 2022 - 07 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 非 你 不渴 , 5 分   超棒 , 到 成都 ， 除了 吃喝玩乐 和 青城山 之外 ， 最 主要 的 就是 参观 大熊猫 基地 ， 小朋友 都 非常 喜欢 ， 既 能 零距离 接触 到 国宝 ， 又 能够 了解 保护 知识 。 , 2022 - 04 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 04 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 jhposeidon , 5 分   超棒 , 有 大熊猫 中 大熊猫 和 小 大熊猫 ， 分开 几个 别墅 。 周边 IP 比较 多 ， 熊猫 真的 不 多 。 非常 珍惜 , 2022 - 07 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M44 * * * * 1742 , 5 分   超棒 , 若干年 前来 见过 滚滚 ， 这回 滚滚 家族 又 庞大 了 ， 看不腻 啊 ， 实在 很 可爱   疫情 凭 入川 核酸 顺利 进去 了 ， 建议 早 一点 到 ， 熊猫 都 是 清早 风凉 的 时候 玩耍 吃饭 饭 ， 到 中午 就 打盹 只 给 看 屁屁 了 , 2022 - 07 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 pancy   029 , 5 分   超棒 , 【 景色 】 很 好 吧 ， 带 小 侄子 前 几年 过年 去 的 ， 人太多 了 ，   【 趣味 】 大熊猫 太 可爱 呢 ，   【 性价比 】 几十块 的 门票 不算 很 贵   ， 全家 都 挺 开心 的 , 2022 - 07 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 龙龙伯 , 3 分   不错 , 第一天 因为 还 未 做 核酸 ， 没 天府 健康 码 的 事情 不让 进园 ， 这 导游 电话 过来 说 给 退 的 ， 这点 我 到 觉得 服务 还 行 ， 后来 想 反正 还要 来 ， 就 改个 日期 么 好 了 ， 结果 来 了 发现 一个 讲解 带 了 三十 人 左右 ， 人 走散 了 都 不 一定 知道 ， 加上 节假日 人 又 多 ， 如果 早知 这样 还 不如 订 私人 团 了 ， 59 / 位 的 价格 ， 这个 性价比 真的 不敢恭维 ， 当然 不 排除 携程 抽成 也 很 厉害 ， 总之 ， 体验 感 很 差 , 2022 - 07 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 野原 新之助 丨 , 5 分   超棒 , 這 酒店 讓 在外 的 人 ， 感受 到 歸家 的 感覺 ： 這裡 有 住家 的 可口 飯菜 ， 這裡 有 溫馨 如家 的 環境 ， 還有 那 周到 齊全 的 全天候 服務 ， 如果 有 機會 ， 我 還會來 這裡 。   地理位置 好 ， 交通 方便 ， 房間 舒 適衛生 ， 服務人員 很 熱情 ， 樂 於 提供 各種 幫助 。   位置 優越 交通 便利 ， 地鐵站 出門 幾分鐘 就 走 到 了 ， 酒店 設施 齊全 ， 房間 乾淨 整潔 ， 住 的 很 舒服 前台 人員 服務 都 很 好 ， 很主動 ， 熱情 早餐 不錯 ， 品種 多 ， 個 人 覺得性 價比蠻 高 。 , 2022 - 07 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 磨合 V , 5 分   超棒 , 成都 旅游景点 之间 交通 很 方便 ， 有 排队 等候 的 出租车 还有 大巴 直通车 ， 春熙路 ～ 熊猫 基地 ～ 三星堆 ～ 春熙路 ， 如果 想 去 三星堆 ， 建议 一早 去 熊猫 基地 然后 乘坐 12 点半 直通 大概 2 点 左右 到 三星堆 博物馆 ， 直通车 上 有 讲解员 比 三星堆 博物馆 讲解 要 便宜 点 ， 五点 乘车 回 市区 ， 直通车 终点 春熙路 最 繁华 的 步行街 , 2022 - 03 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 03 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 为什么 名字 不 通过 , 5 分   超棒 , " 垃圾 攻略 害人 ， 看 了 之前 有人 点评 ， 要 早上 七点 半等 开门 去 ， 一进 大门口 ， 右手边 往前走 100 米 ， 就 有 一个 观光车 排队 点 ， 坐 十块钱 的 观光车 到 顶层 ， 观光车 的 顶层 是 月亮 产房 ， 上面 还有 一个 景点 ， 攻略 说 的 是 早起 坐 观光车 到 月亮 产房 顺着 景点 往下走 
 然后 我们 就 跟着 攻略 早早 的 去 了 
 在 这个 小小 山上 来来回回 折腾 了 四个 多 小时 … … 
 坐车 上山 和 坐车 下山 其实 都 可以 ！ 中途 不停 他 是 顺着 基地 的 外围 开车 的 ， 内部 的 观光车 ， 因为 疫情 的 原因 好像 停掉 了 
 时间 一定 要记 着 ， 两个 产房 看 幼儿 熊猫 仔 ， 月亮 产房 和 太阳 产房 ， 这 两个 产房 相距 几百米 ， 但是 山上 的 几百米 走走 还是 有点累 ， 产房 并不一定 都 会 开放 ， 而且 开放 时间 是 10 ： 30 以后 到 下午 14 ： 00 之间 
 如果 坐车 上 就 晚点 到 ， 直接 坐 观光车 十块钱 ， 坐 到 终点站 月亮 产房 下 ， 可以 先 把 月亮 产房 楼上 的 一个 景点 逛 了 ， 逛 十点 半左右 看 了 幼儿 熊猫 仔 慢慢 往 下 
 如果 要 早入园 就 从 楼下 博物馆 什么 开始 逛 ， 但是 博物馆 好像 九点 多才 开门 ， 也 可以 最后 逛 ， 只要 幼儿 熊猫 仔 展示 期间 到达 看 了 ， 直接 坐车 下 就 行 
 但是 我们 真的 有点 尴尬 ， 按照 攻略 我们 七点 半到 月亮 产房 看 了 大熊猫 ， 但是 熊猫 幼崽 没有 到 展出 时间 ， 然后 我们 就 附近 瞎逛 ， 然后 又 回来 到 了 月亮 产房 ， 十点 半 还 没有 看到 幼崽 ， 问 了 保安 叔叔 才 知道 今天 月亮 不 开放 ， 只能 去 太阳 产房 看 ， 今天 的 整个 行程 就是 不停 的 绕圈 ， 没有 什么 规划 ， 其实 早 知道 这样 ， 我 不 看 攻略 都行 ， 因为 是 看 小熊猫 的 热情 ， 才 让 我 早早 的 等 公园 开门 逛 景点 ， 我 之前 还 从来 没有 做到 过 呢 ( › ´ ω ` ‹ ) 
 都 是 十点 以后 才 到 的 景点 ， 其实 这个 时间 正好 ， 到 了 景点 一般 不是 从 下 往 上 ， 那 就 是从 上往 下 ， … … 而且 当天 月亮 没 展示 ， 只有 太阳 产房 才 有 baby … … 
 辛劳 的 一天 
 博物馆 工作人员 态度 不好 … … 
 从 山脚下 到 山顶 上 路程 大概 一 公里 多点 ， 但是 小 坡道 山路 ， 不过 200 - 300 米 就 有 个 熊猫 点 可以 观看 
 大家 合理安排 
 
 
 PS ： 今天 和 出租车 司机 聊天 才 知道 ， 说 让 早起 的 也 不是 垃圾 攻略 ， 道歉 ， 那个 攻略 应该 是 6 - 8 月份 的 ， 天热 ， 因为 熊猫 怕热 ， 不是 阴凉 的 时间段 去 ， 十室 八空 所以 要 早 去 
 
 为什么 我 看 的 新生 小熊猫 只有 一个 ， 也 是因为 月份 不 对 ， 小熊猫 出生 月份 多 在 2 - 3 月 左右 ， 想 看 小熊猫 最好 2 - 6 月 去 ， 还会 有 新生 的 像 耗子 的 那 耗子 的 那种 ， 我 这个 月份 去 ， 能 看到 一个 这么 大 的 不错 了 现在 9 月 ， 小熊猫 出生 五个 月 都 蛮 大 了 
 
 大家 要 按照 月份 合理安排 时间 呀 " , 2021 - 09 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 25 " ,  , 2021 - 09 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 25 " ,  
 比 卡内 尔曹 仁 , 5 分   超棒 , 熊猫 基本 都 在 睡觉 ， 只有 少数 的 几只 在 动 ， 但 也 比 其他 地方 动物 的 好 很多 ， 小朋友 很 开心 , 2022 - 08 - 11IP 属地 ： 浙江 , IP 属地 ： 浙江 , "  
 点赞 " ,  , 2022 - 08 - 11IP 属地 ： 浙江 , IP 属地 ： 浙江 , "  
 点赞 " ,  
 丹尼 菜 , 3 分   不错 , 熊猫 基地 是 热门 景点 ， 不去 吧 可惜 ， 去 了 也 感觉 没 啥 ， 偌大 的 地方 就 看不到 几只 熊猫 ， 都 是 在 玻璃 房间 睡觉 ， 看不到 啥 。 幼儿 熊猫馆 ， 安保 又 催 的 紧 ， 不能 停留 ， 就 看 了 3 秒 就 被 赶走 了 ， 体验 一点 不好 。 总体 不太 推荐 熊猫 基地 , 2022 - 07 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 文字 GG , 4 分   满意 , 游客 们 到 成都 ， 这里 还是 值得 一去 的 ， 尤其 有 小朋友 一起 的 。 看见 那些 呆萌 的 熊猫 们 ， 的确 很 治愈 。 这次 没 掐 准点 ， 最好 应该 是 熊猫 繁殖 的 季节 ， 能 看到 产 房里 的 熊猫 宝宝 们 ， 所有 的 人 绝对 会 被 萌化 😀 , 2022 - 05 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2022 - 05 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 Ceciyuan , 5 分   超棒 , 毕竟 是 国内 熊猫 唯一 的 景点 ， 孩子 好开心 ， 终于 看到 真的 熊猫 🐼 。 园区 不算 大 ， 走走 半天 可逛 完 。 建议 10 点前 到 ， 因为 成都 太热 了 ， 太阳 一 出来 ， 熊猫 就 进房 享受 空调 去 了 。 , 2022 - 04 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 04 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 迷路 的 人 生活 , 4 分   满意 , 一 进来 景色 基本 走 不到 太阳 下 ， 在 这里 可以 当 运动 还 可以 看 国宝 ， 带 宝宝 来 最好 不过 了 ， 唯一 不好 的 是 到处 可见 的 店面 进去 控制 不住 自己 就 会 买买 买 ， 哈哈 最后 买 了 一堆 回来 。 , 2022 - 07 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 不吃 大蒜 呀 , 5 分   超棒 , 大学生 优惠 非常 好 ， 车停 的 地方 有 稍微 点远 ， 最后 一站 特别 远 但是 又 非常 想 去 看 ， , 2022 - 09 - 13IP 属地 ： 上海 , IP 属地 ： 上海 , "  
 点赞 " ,  , 2022 - 09 - 13IP 属地 ： 上海 , IP 属地 ： 上海 , "  
 点赞 " ,  
 M38 * * * * 4984 , 5 分   超棒 , 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 , 2022 - 06 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 06 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M35 * * * * 687 , 4 分   满意 , 非常 不错 的 地方 ， 这里 的 环境 优雅 舒适 ， 可以 看见 憨态可掬 的 熊猫 ， 值得 推荐 。 , 2022 - 08 - 15IP 属地 ： 湖北 , IP 属地 ： 湖北 , "  
 点赞 " ,  , 2022 - 08 - 15IP 属地 ： 湖北 , IP 属地 ： 湖北 , "  
 点赞 " ,  
 ^ _ ^ 小妞 , 5 分   超棒 , 暑假 来 了 ， 一定 要 带 小朋友 来 看看 , 2022 - 07 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 07 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M45 * * * * 702 , 5 分   超棒 , 非常适合 游玩 ， 都江堰 水利工程 宏伟 壮丽 ， 青城山 景区 道教 发源地 ， 游玩 的 同时 导游 讲解 人文 历史 细致 独到 ， 建议 报团 游玩 ～ , 2022 - 05 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 05 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 lblgp , 4 分   满意 , 四川 成都 的 大熊猫 繁育 研究 基地 里面 的 小熊猫 很 可爱 ！ , 2022 - 09 - 04IP 属地 ： 辽宁 , IP 属地 ： 辽宁 , "  
 1 " ,  , 2022 - 09 - 04IP 属地 ： 辽宁 , IP 属地 ： 辽宁 , "  
 1 " ,  
 黄滔 , 5 分   超棒 , 非常 好 ， 带 着 小孩 玩 的 很 开心 ， 小孩 玩 的 也 是 很 开心 ， 天气 有点 热 ， 非常 好 。 , 2022 - 08 - 29IP 属地 ： 江苏 , IP 属地 ： 江苏 , "  
 点赞 " ,  , 2022 - 08 - 29IP 属地 ： 江苏 , IP 属地 ： 江苏 , "  
 点赞 " ,  
 南涧 萧何 , 5 分   超棒 , 早点 出发 ， 不然 熊猫 🐼 睡觉 了 , 2022 - 08 - 28IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  , 2022 - 08 - 28IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  
 _ WeCh * * * * 87696 , 4 分   满意 , 来 的 时候 不 对 ， 太热 了 ， 熊猫 都 不 出来 ， 都 在 馆里 ， 地方 挺大 的 ， 还 算 不错 吧 , 2022 - 08 - 12IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  , 2022 - 08 - 12IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  
 M18 * * * * 659 , 5 分   超棒 , 去过 几次 了 ， 每次 看到 熊猫 的 不同 体态 ， 很 有意思 ， 面积 也 很大 ， 可以 慢慢 逛 , 2022 - 08 - 05IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  , 2022 - 08 - 05IP 属地 ： 四川 , IP 属地 ： 四川 , "  
 点赞 " ,  
 M30 * * * * 8646 , 5 分   超棒 , 66666666666666666666666666666666666666666666666666666666666666666666666666 , 2022 - 06 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 06 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 国产 拖拉机 , 5 分   超棒 , 带 小朋友 游玩 确实 很 不错 ， 就是 下雨 太 麻烦 了 ， 不过 幸好 还有 卖 熊猫 雨伞 的 , 2022 - 08 - 15IP 属地 ： 云南 , IP 属地 ： 云南 , "  
 点赞 " ,  , 2022 - 08 - 15IP 属地 ： 云南 , IP 属地 ： 云南 , "  
 点赞 " ,  
